food_name,energy,protein,fat,carbohydrate
だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,642.0,14.7,8.6,9.8
だいず　［全粒・全粒製品］　いり大豆　青大豆,1774.0,37.7,20.7,33.9
だいず　［全粒・全粒製品］　いり大豆　黄大豆,1788.0,37.5,21.6,33.3
だいず　［全粒・全粒製品］　いり大豆　黒大豆,1796.0,36.4,22.0,34.3
だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,514.0,12.9,6.7,7.7
だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,772.0,16.6,9.8,13.8
だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,1769.0,37.0,22.8,29.3
だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,1736.0,36.6,24.6,28.3
だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,1877.0,36.7,25.7,28.5
だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,1901.0,37.5,25.1,29.5
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,1654.0,,,
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,1711.0,,,
だいず　［全粒・全粒製品］　大豆はいが,1689.0,37.8,14.7,39.5
だいず　［全粒・全粒製品］　ぶどう豆,1113.0,14.1,9.4,37.0
だいず　［豆腐・油揚げ類］　木綿豆腐,304.0,7.0,4.9,1.5
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,304.0,7.0,4.9,1.5
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,304.0,7.0,4.9,1.5
だいず　［豆腐・油揚げ類］　絹ごし豆腐,235.0,5.3,3.5,2.0
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,235.0,5.3,3.5,2.0
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,235.0,5.3,3.5,2.0
だいず　［豆腐・油揚げ類］　ソフト豆腐,234.0,5.1,3.3,2.0
だいず　［豆腐・油揚げ類］　充てん豆腐,234.0,5.0,3.1,2.5
だいず　［豆腐・油揚げ類］　沖縄豆腐,413.0,9.1,7.2,0.7
だいず　［豆腐・油揚げ類］　ゆし豆腐,198.0,4.3,2.8,1.7
だいず　［豆腐・油揚げ類］　焼き豆腐,341.0,7.8,5.7,1.0
だいず　［豆腐・油揚げ類］　生揚げ,595.0,10.7,11.3,0.9
だいず　［豆腐・油揚げ類］　絹生揚げ,429.0,7.9,7.7,2.9
だいず　［豆腐・油揚げ類］　油揚げ　生,1564.0,23.4,34.4,0.4
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,1105.0,18.2,23.4,
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,680.0,12.4,13.8,0.3
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,1499.0,24.9,32.2,0.7
だいず　［豆腐・油揚げ類］　油揚げ　甘煮,967.0,11.2,13.0,19.1
だいず　［豆腐・油揚げ類］　がんもどき,925.0,15.3,17.8,1.6
だいず　［豆腐・油揚げ類］　凍り豆腐　乾,2064.0,50.5,34.1,4.2
だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,435.0,10.7,7.3,1.1
だいず　［豆腐・油揚げ類］　豆腐よう,770.0,9.5,8.3,19.1
だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,508.0,14.9,4.4,6.7
だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,560.0,16.1,4.9,7.5
だいず　［豆腐・油揚げ類］　ろくじょう豆腐,1384.0,34.7,21.5,3.8
だいず　［納豆類］　糸引き納豆,765.0,16.5,10.0,12.1
だいず　［納豆類］　挽きわり納豆,772.0,16.6,10.0,10.5
だいず　［納豆類］　五斗納豆,900.0,15.3,8.1,24.0
だいず　［納豆類］　塩納豆,575.0,8.3,4.4,20.2
だいず　［納豆類］　寺納豆,1043.0,18.6,8.1,31.5
だいず　［納豆類］　干し納豆,1491.0,33.0,16.8,29.3
だいず　［その他］　おから　生,363.0,6.1,3.6,13.8
だいず　［その他］　おから　乾燥,1377.0,23.1,13.6,52.3
だいず　［その他］　豆乳　豆乳,178.0,3.6,2.8,2.3
だいず　［その他］　豆乳　調製豆乳,253.0,3.2,3.6,4.8
だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,238.0,2.2,2.2,7.8
だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,1340.0,46.3,3.0,36.7
だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,1319.0,58.2,1.7,27.9
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,1422.0,79.1,3.0,7.5
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,1422.0,79.1,3.0,7.5
だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,1544.0,59.3,5.0,25.2
だいず　［その他］　湯葉　生,912.0,21.8,13.7,4.1
だいず　［その他］　湯葉　干し　乾,2024.0,50.4,32.1,7.2
だいず　［その他］　湯葉　干し　湯戻し,631.0,15.7,10.6,0.1
だいず　［その他］　金山寺みそ,1046.0,6.9,3.2,50.0
だいず　［その他］　ひしおみそ,836.0,6.5,2.7,38.8
だいず　［その他］　テンペ,748.0,15.8,9.0,15.4
つるあずき　全粒　乾,1252.0,20.8,1.6,61.8
つるあずき　全粒　ゆで,556.0,9.7,1.0,27.5
ひよこまめ　全粒　乾,1413.0,20.0,5.2,61.5
ひよこまめ　全粒　ゆで,624.0,9.5,2.5,27.4
ひよこまめ　全粒　フライ　味付け,1533.0,18.8,10.4,62.6
べにばないんげん　全粒　乾,1146.0,17.2,1.7,61.2
べにばないんげん　全粒　ゆで,435.0,6.2,0.6,22.3
やぶまめ　乾,1614.0,23.4,10.1,49.5
らいまめ　全粒　乾,1287.0,21.9,1.8,60.8
らいまめ　全粒　ゆで,514.0,9.6,0.9,26.0
りょくとう　全粒　乾,1346.0,25.1,1.5,59.1
りょくとう　全粒　ゆで,528.0,10.2,0.6,22.5
レンズまめ　全粒　乾,1319.0,23.2,1.5,60.7
レンズまめ　全粒　ゆで,629.0,11.2,0.8,29.1
アーモンド　乾,2516.0,19.6,51.8,20.9
アーモンド　フライ　味付け,2587.0,21.3,55.7,17.9
アーモンド　いり　無塩,2513.0,20.3,54.1,20.7
あさ　乾,1867.0,29.9,28.3,31.7
あまに　いり,2230.0,21.8,43.3,30.4
えごま　乾,2162.0,17.7,43.4,29.4
カシューナッツ　フライ　味付け,2452.0,19.8,47.6,26.7
かぼちゃ　いり　味付け,2445.0,26.5,51.8,12.0
かや　いり,2595.0,8.7,64.9,22.6
ぎんなん　生,710.0,4.7,1.6,34.8
ぎんなん　ゆで,715.0,4.6,1.5,35.8
（くり類）　日本ぐり　生,625.0,2.8,0.5,36.9
（くり類）　日本ぐり　ゆで,646.0,3.5,0.6,36.7
（くり類）　日本ぐり　甘露煮,984.0,1.8,0.4,56.8
（くり類）　中国ぐり　甘ぐり,875.0,4.9,0.9,48.5
くるみ　いり,2940.0,14.6,68.8,11.7
けし　乾,2291.0,19.3,49.1,21.8
ココナッツ　ココナッツパウダー,2785.0,6.1,65.8,23.7
ごま　乾,2494.0,19.8,53.8,16.5
ごま　いり,2499.0,20.3,54.2,18.5
ごま　むき,2360.0,19.3,54.9,18.8
ごま　ねり,2667.0,19.0,61.0,15.6
しい　生,1033.0,3.2,0.8,57.6
すいか　いり　味付け,2193.0,29.6,46.4,13.4
チアシード　乾,1837.0,19.4,33.9,34.5
とち　蒸し,621.0,1.7,1.9,34.2
はす　未熟　生,344.0,5.9,0.5,14.9
はす　成熟　乾,1383.0,18.3,2.3,64.3
はす　成熟　ゆで,501.0,7.3,0.8,25.0
（ひし類）　ひし　生,776.0,5.8,0.5,40.6
（ひし類）　とうびし　生,513.0,2.7,0.4,31.4
（ひし類）　とうびし　ゆで,510.0,2.7,0.3,30.5
ピスタチオ　いり　味付け,2549.0,17.4,56.1,20.9
ひまわり　フライ　味付け,2499.0,20.1,56.3,17.2
ブラジルナッツ　フライ　味付け,2896.0,14.9,69.1,9.6
ヘーゼルナッツ　フライ　味付け,2888.0,13.6,69.3,13.9
ペカン　フライ　味付け,2948.0,9.6,73.4,13.3
マカダミアナッツ　いり　味付け,3093.0,8.3,76.7,12.2
まつ　生,2811.0,15.8,68.2,10.6
まつ　いり,2986.0,14.6,72.5,8.1
らっかせい　大粒種　乾,2368.0,25.2,47.0,19.4
らっかせい　大粒種　いり,2537.0,25.0,49.6,21.3
らっかせい　小粒種　乾,2376.0,25.4,47.5,18.8
らっかせい　小粒種　いり,2515.0,26.5,49.4,19.6
らっかせい　バターピーナッツ,2521.0,23.3,53.2,18.3
らっかせい　ピーナッツバター,2484.0,20.6,50.4,24.9
アーティチョーク　花らい　生,159.0,2.3,0.2,11.3
アーティチョーク　花らい　ゆで,145.0,2.1,0.1,10.8
アイスプラント　生,22.0,0.5,0.3,1.2
あさつき　葉　生,145.0,4.2,0.3,5.6
あさつき　葉　ゆで,173.0,4.2,0.3,7.3
あしたば　茎葉　生,123.0,3.3,0.1,6.7
あしたば　茎葉　ゆで,118.0,2.9,0.1,6.6
アスパラガス　若茎　生,87.0,2.6,0.2,3.9
アスパラガス　若茎　ゆで,107.0,2.6,0.1,4.6
アスパラガス　若茎　油いため,225.0,2.9,3.9,4.1
アスパラガス　水煮缶詰,102.0,2.4,0.1,4.3
アロエ　葉　生,11.0,0.0,0.1,0.7
いんげんまめ　さやいんげん　若ざや　生,97.0,1.8,0.1,5.1
いんげんまめ　さやいんげん　若ざや　ゆで,98.0,1.8,0.2,5.5
（うど類）　うど　茎　生,78.0,0.8,0.1,4.3
（うど類）　うど　茎　水さらし,54.0,0.6,0.0,3.4
（うど類）　やまうど　茎　生,79.0,1.1,0.1,4.3
うるい　葉　生,78.0,1.9,0.4,4.0
えだまめ　生,524.0,11.7,6.2,8.8
えだまめ　ゆで,494.0,11.5,6.1,8.9
えだまめ　冷凍,597.0,13.0,7.6,10.6
エンダイブ　葉　生,56.0,1.2,0.2,2.9
（えんどう類）　トウミョウ　茎葉　生,117.0,3.8,0.4,4.0
（えんどう類）　トウミョウ　芽ばえ　生,113.0,3.8,0.4,3.2
（えんどう類）　トウミョウ　芽ばえ　ゆで,116.0,3.6,0.6,3.8
（えんどう類）　トウミョウ　芽ばえ　油いため,350.0,5.0,5.9,4.3
（えんどう類）　さやえんどう　若ざや　生,160.0,3.1,0.2,7.5
（えんどう類）　さやえんどう　若ざや　ゆで,152.0,3.2,0.2,7.0
（えんどう類）　スナップえんどう　若ざや　生,198.0,2.9,0.1,9.9
（えんどう類）　グリンピース　生,317.0,6.9,0.4,15.3
（えんどう類）　グリンピース　ゆで,417.0,8.3,0.2,18.5
（えんどう類）　グリンピース　冷凍,334.0,5.8,0.7,17.1
（えんどう類）　グリンピース　冷凍　ゆで,344.0,6.2,0.7,17.8
（えんどう類）　グリンピース　冷凍　油いため,474.0,6.3,4.6,18.2
（えんどう類）　グリンピース　水煮缶詰,344.0,3.6,0.4,19.7
おおさかしろな　葉　生,50.0,1.4,0.2,2.2
おおさかしろな　葉　ゆで,68.0,1.6,0.3,3.1
おおさかしろな　塩漬,78.0,1.3,0.3,4.5
おかひじき　茎葉　生,67.0,1.4,0.2,3.4
おかひじき　茎葉　ゆで,64.0,1.2,0.1,3.8
オクラ　果実　生,107.0,2.1,0.2,6.6
オクラ　果実　ゆで,105.0,2.1,0.1,7.6
かぶ　葉　生,82.0,2.3,0.1,3.9
かぶ　葉　ゆで,83.0,2.3,0.1,4.4
かぶ　根　皮つき　生,74.0,0.7,0.1,4.6
かぶ　根　皮つき　ゆで,77.0,0.7,0.1,4.7
かぶ　根　皮なし　生,78.0,0.6,0.1,4.8
かぶ　根　皮なし　ゆで,82.0,0.6,0.1,5.0
かぶ　漬物　塩漬　葉,114.0,2.3,0.2,6.0
かぶ　漬物　塩漬　根　皮つき,90.0,1.0,0.2,4.9
かぶ　漬物　塩漬　根　皮なし,79.0,0.8,0.1,4.7
かぶ　漬物　ぬかみそ漬　葉,145.0,3.3,0.1,7.1
かぶ　漬物　ぬかみそ漬　根　皮つき,112.0,1.5,0.1,5.9
かぶ　漬物　ぬかみそ漬　根　皮なし,129.0,1.4,0.1,6.9
（かぼちゃ類）　日本かぼちゃ　果実　生,175.0,1.6,0.1,10.9
（かぼちゃ類）　日本かぼちゃ　果実　ゆで,234.0,1.9,0.1,13.3
（かぼちゃ類）　西洋かぼちゃ　果実　生,331.0,1.9,0.3,20.6
（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,338.0,1.6,0.3,21.3
（かぼちゃ類）　西洋かぼちゃ　果実　焼き,445.0,2.5,0.4,27.7
（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,317.0,2.2,0.3,18.5
（かぼちゃ類）　そうめんかぼちゃ　果実　生,105.0,0.7,0.1,6.1
からしな　葉　生,106.0,3.3,0.1,4.7
からしな　塩漬,149.0,4.0,0.1,7.2
カリフラワー　花序　生,117.0,3.0,0.1,5.2
カリフラワー　花序　ゆで,111.0,2.7,0.1,5.1
かんぴょう　乾,1002.0,6.3,0.2,68.1
かんぴょう　ゆで,87.0,0.7,0.0,7.2
かんぴょう　甘煮,619.0,2.3,0.2,36.5
きく　花びら　生,104.0,1.4,0.0,6.5
きく　花びら　ゆで,88.0,1.0,0.0,5.7
きく　菊のり,1188.0,11.6,0.2,73.5
（キャベツ類）　キャベツ　結球葉　生,95.0,1.2,0.1,5.2
（キャベツ類）　キャベツ　結球葉　ゆで,79.0,0.9,0.2,4.6
（キャベツ類）　キャベツ　結球葉　油いため,324.0,1.6,6.0,5.9
（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,63.0,1.1,0.1,3.6
（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,58.0,1.0,0.2,3.2
（キャベツ類）　グリーンボール　結球葉　生,83.0,1.4,0.1,4.3
（キャベツ類）　レッドキャベツ　結球葉　生,125.0,2.0,0.1,6.7
きゅうり　果実　生,55.0,1.0,0.1,3.0
きゅうり　漬物　塩漬,70.0,1.0,0.1,3.7
きゅうり　漬物　しょうゆ漬,216.0,3.2,0.4,10.8
きゅうり　漬物　ぬかみそ漬,120.0,1.5,0.1,6.2
きゅうり　漬物　ピクルス　スイート型,297.0,0.3,0.1,18.3
きゅうり　漬物　ピクルス　サワー型,54.0,1.4,,2.5
ぎょうじゃにんにく　葉　生,147.0,3.5,0.2,6.6
キンサイ　茎葉　生,67.0,1.1,0.4,3.5
キンサイ　茎葉　ゆで,63.0,1.1,0.4,3.5
クレソン　茎葉　生,56.0,2.1,0.1,2.5
くわい　塊茎　生,541.0,6.3,0.1,26.6
くわい　塊茎　ゆで,546.0,6.2,0.1,27.2
ケール　葉　生,107.0,2.1,0.4,5.6
コールラビ　球茎　生,87.0,1.0,0.0,5.1
コールラビ　球茎　ゆで,85.0,1.0,,5.2
こごみ　若芽　生,102.0,3.0,0.2,5.3
（ごぼう類）　ごぼう　根　生,244.0,1.8,0.1,15.4
（ごぼう類）　ごぼう　根　ゆで,210.0,1.5,0.2,13.7
（ごぼう類）　堀川ごぼう　根　生,223.0,3.2,0.2,19.1
こまつな　葉　生,55.0,1.5,0.2,2.4
こまつな　葉　ゆで,59.0,1.6,0.1,3.0
コリアンダー　葉　生,75.0,1.4,0.4,4.6
ザーサイ　漬物,83.0,2.5,0.1,4.6
さんとうさい　葉　生,48.0,1.0,0.2,2.7
さんとうさい　葉　ゆで,58.0,1.4,0.3,2.9
さんとうさい　塩漬,74.0,1.5,0.3,4.0
しかくまめ　若ざや　生,80.0,2.4,0.1,3.8
（ししとう類）　ししとう　果実　生,102.0,1.9,0.3,5.7
（ししとう類）　ししとう　果実　油いため,210.0,1.9,3.2,5.8
（ししとう類）　万願寺とうがらし　果実　生,110.0,1.3,0.3,6.2
しそ　葉　生,130.0,3.9,0.1,7.5
しそ　実　生,132.0,3.4,0.1,8.9
じゅうろくささげ　若ざや　生,90.0,2.5,0.1,4.8
じゅうろくささげ　若ざや　ゆで,116.0,2.8,0.1,6.2
しゅんぎく　葉　生,84.0,2.3,0.3,3.9
しゅんぎく　葉　ゆで,102.0,2.7,0.5,4.5
じゅんさい　若葉　水煮びん詰,15.0,0.4,0.0,1.0
（しょうが類）　葉しょうが　根茎　生,36.0,0.5,0.2,2.1
（しょうが類）　しょうが　根茎　皮なし　生,117.0,0.9,0.3,6.6
（しょうが類）　しょうが　根茎　皮なし　生　おろし,240.0,0.7,0.8,16.0
（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,72.0,0.4,0.3,3.5
（しょうが類）　しょうが　漬物　酢漬,62.0,0.3,0.2,3.9
（しょうが類）　しょうが　漬物　甘酢漬,187.0,0.2,0.4,10.7
（しょうが類）　新しょうが　根茎　生,42.0,0.3,0.3,2.7
しろうり　果実　生,63.0,0.9,0.1,3.3
しろうり　漬物　塩漬,62.0,1.0,0.1,3.7
しろうり　漬物　奈良漬,911.0,4.6,0.2,40.0
ずいき　生ずいき　生,64.0,0.5,0.0,4.1
ずいき　生ずいき　ゆで,41.0,0.4,0.0,3.1
ずいき　干しずいき　乾,972.0,6.6,0.4,63.5
ずいき　干しずいき　ゆで,38.0,0.5,0.0,3.4
すいぜんじな　葉　生,65.0,0.6,0.6,3.4
すぐきな　葉　生,94.0,1.9,0.2,5.4
すぐきな　根　生,78.0,0.6,0.1,4.7
すぐきな　すぐき漬,123.0,2.6,0.7,6.1
ズッキーニ　果実　生,66.0,1.3,0.1,2.8
せり　茎葉　生,70.0,2.0,0.1,3.3
せり　茎葉　ゆで,71.0,2.1,0.1,3.4
セロリ　葉柄　生,49.0,0.4,0.1,3.6
ぜんまい　生ぜんまい　若芽　生,111.0,1.7,0.1,6.6
ぜんまい　生ぜんまい　若芽　ゆで,72.0,1.1,0.4,4.1
ぜんまい　干しぜんまい　干し若芽　乾,1161.0,14.6,0.6,70.8
ぜんまい　干しぜんまい　干し若芽　ゆで,101.0,1.7,0.1,6.8
そらまめ　未熟豆　生,431.0,10.9,0.2,15.5
そらまめ　未熟豆　ゆで,435.0,10.5,0.2,16.9
タアサイ　葉　生,48.0,1.3,0.2,2.2
タアサイ　葉　ゆで,44.0,1.1,0.2,2.3
（だいこん類）　かいわれだいこん　芽ばえ　生,88.0,2.1,0.5,3.3
（だいこん類）　葉だいこん　葉　生,71.0,2.0,0.2,3.3
（だいこん類）　だいこん　葉　生,94.0,2.2,0.1,5.3
（だいこん類）　だいこん　葉　ゆで,99.0,2.2,0.1,5.4
（だいこん類）　だいこん　根　皮つき　生,62.0,0.5,0.1,4.1
（だいこん類）　だいこん　根　皮つき　ゆで,62.0,0.4,,4.5
（だいこん類）　だいこん　根　皮なし　生,63.0,0.4,0.1,4.1
（だいこん類）　だいこん　根　皮なし　生　おろし,106.0,0.6,0.2,8.0
（だいこん類）　だいこん　根　皮なし　生　おろし汁,51.0,0.3,,2.7
（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,94.0,0.6,0.1,7.2
（だいこん類）　だいこん　根　皮なし　ゆで,62.0,0.5,0.1,4.0
（だいこん類）　切干しだいこん　乾,1178.0,9.7,0.8,69.7
